,Date,ISIN,Security Description,Indicative Value Of Aggregate Holding Of FPIS (INR CR#),Outstanding Position Of Govt# Securities (INR CR#),Sec Holdings (%)
319,07-Feb-2020,IN0020160092,06.62 GS 2051,207.00000,55000.00000,0.38
320,07-Feb-2020,IN0020130053,09.20 GS 2030,220.05100,61884.55000,0.36
321,07-Feb-2020,IN0020060086,08.28 GS 2032,255.00000,90687.11000,0.28
322,07-Feb-2020,IN0020030014,06.30 GS 2023,35.00000,13000.00000,0.27
323,07-Feb-2020,IN0020010040,10.25 GS 2021,50.00000,26213.32000,0.19
324,07-Feb-2020,IN0020060045,08.33 GS 2036,139.01000,86000.00000,0.16
325,07-Feb-2020,IN0020092071,GOI FRB 2020,15.00000,13000.00000,0.12
326,07-Feb-2020,IN0020030055,06.17 GS 2023,10.70000,14000.00000,0.08
327,07-Feb-2020,IN0020040039,07.50 GS 2034,63.50000,99101.13000,0.06
328,07-Feb-2020,IN0020190032,07.72 GS 2049,50.00000,84000.00000,0.06
329,07-Feb-2020,IN0020180041,GOI FRB 2031,50.00000,106000.00000,0.05
330,06-Feb-2020,IN0020180454,07.26 GS 2029,6282.83600,118830.80100,5.29
331,06-Feb-2020,IN0020140045,08.40 GS 2024,4167.54100,84426.00000,4.94
332,06-Feb-2020,IN0020070051,08.13 GS 2022,3433.10000,70495.28000,4.87
333,06-Feb-2020,IN0020150093,07.59 GS 2026,5761.82200,119000.00000,4.84
334,06-Feb-2020,IN0020170026,06.79 GS 2027,5803.52400,121000.00000,4.80
335,06-Feb-2020,IN0020020072,08.35 GS 2022,3674.19000,77000.00000,4.77
336,06-Feb-2020,IN0020190362,06.45 GS 2029,4373.55000,95840.15700,4.56
337,06-Feb-2020,IN0020160050,06.84 GS 2022,4482.83100,99000.00000,4.53
338,06-Feb-2020,IN0020190099,06.17 GS 2021,1535.00000,35000.00000,4.39
339,06-Feb-2020,IN0020140060,08.15 GS 2026,3591.08400,82963.84600,4.33
340,06-Feb-2020,IN0020110030,08.79 GS 2021,3587.72900,83000.00000,4.32
341,06-Feb-2020,IN0020120039,08.33 GS 2026,3603.26000,87000.00000,4.14
342,06-Feb-2020,IN0020190065,07.57 GS 2033,3395.18900,83506.57400,4.07
343,06-Feb-2020,IN0020130079,09.23 GS 2043,2850.00000,79472.28000,3.59
344,06-Feb-2020,IN0020190024,07.62 GS 2039,1278.63700,38150.90300,3.35
345,06-Feb-2020,IN0020070069,08.28 GS 2027,2819.69300,90000.72100,3.13
346,06-Feb-2020,IN0020020106,07.95 GS 2032,3666.97000,121000.00000,3.03
347,06-Feb-2020,IN0020160019,07.61 GS 2030,2841.94300,100989.43800,2.81
348,06-Feb-2020,IN0020150028,07.88 GS 2030,2246.66100,89000.00000,2.52
349,06-Feb-2020,IN0020120047,08.20 GS 2025,2227.11000,90000.00000,2.47
350,06-Feb-2020,IN0020120054,08.12 GS 2020,1197.69900,53673.54400,2.23
351,06-Feb-2020,IN0020110063,08.83 GS 2041,1857.40000,90000.00000,2.06
352,06-Feb-2020,IN0020090034,07.35 GS 2024,1201.46600,59653.01900,2.01
353,06-Feb-2020,IN0020140029,08.27 GS 2020,1065.50200,53907.57900,1.98
354,06-Feb-2020,IN0020150069,07.59 GS 2029,1850.98600,96236.79300,1.92
355,06-Feb-2020,IN0020170042,06.68 GS 2031,1718.75000,93251.70300,1.84
356,06-Feb-2020,IN0020050012,07.40 GS 2035,1591.50000,99245.00000,1.60
357,06-Feb-2020,IN0020140052,08.24 GS 2033,1591.81500,99275.00000,1.60
358,06-Feb-2020,IN0020140078,08.17 GS 2044,1354.51500,97000.00000,1.40
359,06-Feb-2020,IN0020160118,06.79 GS 2029,1547.83000,118801.12300,1.30
360,06-Feb-2020,IN0020120062,08.30 GS 2042,1282.64000,104529.44000,1.23
361,06-Feb-2020,IN0020070036,08.26 GS 2027,1140.20000,97726.61400,1.17
362,06-Feb-2020,IN0020150051,07.73 GS 2034,923.79000,100000.00000,0.92
363,06-Feb-2020,IN0020180470,07.00 GS 2021,286.20000,33000.00000,0.87
364,06-Feb-2020,IN0020160035,06.97 GS 2026,736.09300,89743.39300,0.82
365,06-Feb-2020,IN0020070044,08.32 GS 2032,678.80000,89434.05000,0.76
366,06-Feb-2020,IN0020160100,06.57 GS 2033,483.03000,66655.88700,0.72
367,06-Feb-2020,IN0020190040,07.69 GS 2043,250.00000,37000.00000,0.68
368,06-Feb-2020,IN0020100031,08.30 GS 2040,602.25000,90000.00000,0.67
369,06-Feb-2020,IN0020160068,07.06 GS 2046,657.60000,100000.00000,0.66
370,06-Feb-2020,IN0020060318,07.94 GS 2021,303.80000,49425.00000,0.61
371,06-Feb-2020,IN0020100015,07.80 GS 2020,307.93000,51181.08800,0.60
372,06-Feb-2020,IN0020150044,08.13 GS 2045,435.00000,98000.00000,0.44
373,06-Feb-2020,IN0020080050,06.83 GS 2039,52.50000,13000.00000,0.40
374,06-Feb-2020,IN0020160092,06.62 GS 2051,207.00000,55000.00000,0.38
375,06-Feb-2020,IN0020130053,09.20 GS 2030,220.05100,61884.55000,0.36
376,06-Feb-2020,IN0020060086,08.28 GS 2032,255.00000,90687.11000,0.28
377,06-Feb-2020,IN0020030014,06.30 GS 2023,35.00000,13000.00000,0.27
378,06-Feb-2020,IN0020010040,10.25 GS 2021,50.00000,26213.32000,0.19
379,06-Feb-2020,IN0020060045,08.33 GS 2036,139.01000,86000.00000,0.16
380,06-Feb-2020,IN0020092071,GOI FRB 2020,15.00000,13000.00000,0.12
381,06-Feb-2020,IN0020030055,06.17 GS 2023,10.70000,14000.00000,0.08
382,06-Feb-2020,IN0020040039,07.50 GS 2034,63.50000,99101.13000,0.06
383,06-Feb-2020,IN0020190032,07.72 GS 2049,50.00000,84000.00000,0.06
384,06-Feb-2020,IN0020180041,GOI FRB 2031,50.00000,106000.00000,0.05
385,05-Feb-2020,IN0020140045,08.40 GS 2024,4167.54100,84426.00000,4.94
386,05-Feb-2020,IN0020170026,06.79 GS 2027,5914.02400,121000.00000,4.89
387,05-Feb-2020,IN0020070051,08.13 GS 2022,3433.10000,70495.28000,4.87
388,05-Feb-2020,IN0020020072,08.35 GS 2022,3674.19000,77000.00000,4.77
389,05-Feb-2020,IN0020150093,07.59 GS 2026,5611.82200,119000.00000,4.72
390,05-Feb-2020,IN0020180454,07.26 GS 2029,5587.83600,118830.80100,4.70
391,05-Feb-2020,IN0020160050,06.84 GS 2022,4482.83100,99000.00000,4.53
392,05-Feb-2020,IN0020190065,07.57 GS 2033,3760.18900,83506.57400,4.50
393,05-Feb-2020,IN0020190099,06.17 GS 2021,1535.00000,35000.00000,4.39
394,05-Feb-2020,IN0020140060,08.15 GS 2026,3591.08400,82963.84600,4.33
395,05-Feb-2020,IN0020110030,08.79 GS 2021,3587.72900,83000.00000,4.32
396,05-Feb-2020,IN0020120039,08.33 GS 2026,3603.26000,87000.00000,4.14
397,05-Feb-2020,IN0020130079,09.23 GS 2043,2850.00000,79472.28000,3.59
398,05-Feb-2020,IN0020190024,07.62 GS 2039,1278.63700,38150.90300,3.35
399,05-Feb-2020,IN0020020106,07.95 GS 2032,3666.97000,121000.00000,3.03
400,05-Feb-2020,IN0020190396,06.18 GS 2024,745.50000,27873.84700,2.67
401,05-Feb-2020,IN0020160019,07.61 GS 2030,2596.94300,100989.43800,2.57
402,05-Feb-2020,IN0020150028,07.88 GS 2030,2246.66100,89000.00000,2.52
403,05-Feb-2020,IN0020120047,08.20 GS 2025,2227.11000,90000.00000,2.47
404,05-Feb-2020,IN0020120054,08.12 GS 2020,1197.69900,53673.54400,2.23
405,05-Feb-2020,IN0020190362,06.45 GS 2029,2068.55000,95840.15700,2.16
406,05-Feb-2020,IN0020110063,08.83 GS 2041,1857.40000,90000.00000,2.06
407,05-Feb-2020,IN0020090034,07.35 GS 2024,1201.46600,59653.01900,2.01
408,05-Feb-2020,IN0020140029,08.27 GS 2020,1065.50200,53907.57900,1.98
409,05-Feb-2020,IN0020150069,07.59 GS 2029,1845.98600,96236.79300,1.92
410,05-Feb-2020,IN0020170042,06.68 GS 2031,1718.75000,93251.70300,1.84
411,05-Feb-2020,IN0020050012,07.40 GS 2035,1591.50000,99245.00000,1.60
412,05-Feb-2020,IN0020110055,08.97 GS 2030,1343.50000,90000.00000,1.49
413,05-Feb-2020,IN0020160118,06.79 GS 2029,1547.83000,118801.12300,1.30
414,05-Feb-2020,IN0020140052,08.24 GS 2033,1291.81500,99275.00000,1.30
415,05-Feb-2020,IN0020120062,08.30 GS 2042,1282.64000,104529.44000,1.23
416,05-Feb-2020,IN0020070036,08.26 GS 2027,1140.20000,97726.61400,1.17
417,05-Feb-2020,IN0020150051,07.73 GS 2034,923.79000,100000.00000,0.92
418,05-Feb-2020,IN0020180470,07.00 GS 2021,286.20000,33000.00000,0.87
419,05-Feb-2020,IN0020160035,06.97 GS 2026,736.09300,89743.39300,0.82
420,05-Feb-2020,IN0020070044,08.32 GS 2032,678.80000,89434.05000,0.76
421,05-Feb-2020,IN0020160100,06.57 GS 2033,483.03000,66655.88700,0.72
422,05-Feb-2020,IN0020190040,07.69 GS 2043,250.00000,37000.00000,0.68
423,05-Feb-2020,IN0020100031,08.30 GS 2040,602.25000,90000.00000,0.67
424,05-Feb-2020,IN0020160068,07.06 GS 2046,657.60000,100000.00000,0.66
425,05-Feb-2020,IN0020060318,07.94 GS 2021,303.80000,49425.00000,0.61
426,05-Feb-2020,IN0020100015,07.80 GS 2020,307.93000,51181.08800,0.60
427,05-Feb-2020,IN0020150044,08.13 GS 2045,435.00000,98000.00000,0.44
428,05-Feb-2020,IN0020080050,06.83 GS 2039,52.50000,13000.00000,0.40
429,05-Feb-2020,IN0020130053,09.20 GS 2030,220.05100,61884.55000,0.36
430,05-Feb-2020,IN0020160092,06.62 GS 2051,181.00000,55000.00000,0.33
431,05-Feb-2020,IN0020060086,08.28 GS 2032,255.00000,90687.11000,0.28
432,05-Feb-2020,IN0020030014,06.30 GS 2023,35.00000,13000.00000,0.27
433,05-Feb-2020,IN0020010040,10.25 GS 2021,50.00000,26213.32000,0.19
434,05-Feb-2020,IN0020060045,08.33 GS 2036,139.01000,86000.00000,0.16
435,05-Feb-2020,IN0020092071,GOI FRB 2020,15.00000,13000.00000,0.12
436,05-Feb-2020,IN0020030055,06.17 GS 2023,10.70000,14000.00000,0.08
437,05-Feb-2020,IN0020190032,07.72 GS 2049,50.00000,84000.00000,0.06
438,05-Feb-2020,IN0020040039,07.50 GS 2034,63.50000,99101.13000,0.06
439,05-Feb-2020,IN0020180041,GOI FRB 2031,50.00000,106000.00000,0.05
440,04-Feb-2020,IN0020140045,08.40 GS 2024,4167.54100,84426.00000,4.94
441,04-Feb-2020,IN0020170026,06.79 GS 2027,5914.02400,121000.00000,4.89
442,04-Feb-2020,IN0020070051,08.13 GS 2022,3433.10000,70495.28000,4.87
443,04-Feb-2020,IN0020020072,08.35 GS 2022,3674.19000,77000.00000,4.77
444,04-Feb-2020,IN0020150093,07.59 GS 2026,5628.60900,119000.00000,4.73
445,04-Feb-2020,IN0020180454,07.26 GS 2029,5512.83600,118830.80100,4.64
446,04-Feb-2020,IN0020160050,06.84 GS 2022,4482.83100,99000.00000,4.53
447,04-Feb-2020,IN0020190065,07.57 GS 2033,3660.18900,83506.57400,4.38
448,04-Feb-2020,IN0020140060,08.15 GS 2026,3591.08400,82963.84600,4.33
449,04-Feb-2020,IN0020110030,08.79 GS 2021,3587.72900,83000.00000,4.32
450,04-Feb-2020,IN0020120039,08.33 GS 2026,3603.26000,87000.00000,4.14
451,04-Feb-2020,IN0020130079,09.23 GS 2043,2850.00000,79472.28000,3.59
452,04-Feb-2020,IN0020190024,07.62 GS 2039,1278.63700,38150.90300,3.35
453,04-Feb-2020,IN0020070069,08.28 GS 2027,2819.69300,90000.72100,3.13
454,04-Feb-2020,IN0020160019,07.61 GS 2030,2596.94300,100989.43800,2.57
455,04-Feb-2020,IN0020150028,07.88 GS 2030,2246.66100,89000.00000,2.52
456,04-Feb-2020,IN0020120047,08.20 GS 2025,2227.11000,90000.00000,2.47
457,04-Feb-2020,IN0020120054,08.12 GS 2020,1197.69900,53673.54400,2.23
458,04-Feb-2020,IN0020110063,08.83 GS 2041,1857.40000,90000.00000,2.06
459,04-Feb-2020,IN0020190396,06.18 GS 2024,570.50000,27873.84700,2.05
460,04-Feb-2020,IN0020090034,07.35 GS 2024,1201.46600,59653.01900,2.01
461,04-Feb-2020,IN0020140029,08.27 GS 2020,1065.50200,53907.57900,1.98
462,04-Feb-2020,IN0020150069,07.59 GS 2029,1845.98600,96236.79300,1.92
463,04-Feb-2020,IN0020190099,06.17 GS 2021,635.00000,35000.00000,1.81
464,04-Feb-2020,IN0020170042,06.68 GS 2031,1661.75000,93251.70300,1.78
465,04-Feb-2020,IN0020190362,06.45 GS 2029,1673.55000,95840.15700,1.75
466,04-Feb-2020,IN0020050012,07.40 GS 2035,1591.50000,99245.00000,1.60
467,04-Feb-2020,IN0020110055,08.97 GS 2030,1343.50000,90000.00000,1.49
468,04-Feb-2020,IN0020160118,06.79 GS 2029,1547.83000,118801.12300,1.30
469,04-Feb-2020,IN0020140052,08.24 GS 2033,1291.81500,99275.00000,1.30
470,04-Feb-2020,IN0020120062,08.30 GS 2042,1282.64000,104529.44000,1.23
471,04-Feb-2020,IN0020070036,08.26 GS 2027,1140.20000,97726.61400,1.17
472,04-Feb-2020,IN0020150051,07.73 GS 2034,923.79000,100000.00000,0.92
473,04-Feb-2020,IN0020180470,07.00 GS 2021,286.20000,33000.00000,0.87
474,04-Feb-2020,IN0020160035,06.97 GS 2026,736.09300,89743.39300,0.82
475,04-Feb-2020,IN0020070044,08.32 GS 2032,678.80000,89434.05000,0.76
476,04-Feb-2020,IN0020160100,06.57 GS 2033,483.03000,66655.88700,0.72
477,04-Feb-2020,IN0020190040,07.69 GS 2043,250.00000,37000.00000,0.68
478,04-Feb-2020,IN0020100031,08.30 GS 2040,602.25000,90000.00000,0.67
479,04-Feb-2020,IN0020160068,07.06 GS 2046,657.60000,100000.00000,0.66
480,04-Feb-2020,IN0020060318,07.94 GS 2021,303.80000,49425.00000,0.61
481,04-Feb-2020,IN0020100015,07.80 GS 2020,307.93000,51181.08800,0.60
482,04-Feb-2020,IN0020080050,06.83 GS 2039,52.50000,13000.00000,0.40
483,04-Feb-2020,IN0020130053,09.20 GS 2030,220.05100,61884.55000,0.36
484,04-Feb-2020,IN0020160092,06.62 GS 2051,181.00000,55000.00000,0.33
485,04-Feb-2020,IN0020060086,08.28 GS 2032,255.00000,90687.11000,0.28
486,04-Feb-2020,IN0020030014,06.30 GS 2023,35.00000,13000.00000,0.27
487,04-Feb-2020,IN0020180017,06.65 GS 2020,74.30000,31314.42900,0.24
488,04-Feb-2020,IN0020010040,10.25 GS 2021,50.00000,26213.32000,0.19
489,04-Feb-2020,IN0020060045,08.33 GS 2036,139.01000,86000.00000,0.16
490,04-Feb-2020,IN0020092071,GOI FRB 2020,15.00000,13000.00000,0.12
491,04-Feb-2020,IN0020030055,06.17 GS 2023,10.70000,14000.00000,0.08
492,04-Feb-2020,IN0020190032,07.72 GS 2049,50.00000,84000.00000,0.06
493,04-Feb-2020,IN0020040039,07.50 GS 2034,63.50000,99101.13000,0.06
494,04-Feb-2020,IN0020180041,GOI FRB 2031,50.00000,106000.00000,0.05
495,03-Feb-2020,IN0020110022,07.80 GS 2021,3959.33900,67492.66100,5.87
496,03-Feb-2020,IN0020140045,08.40 GS 2024,4167.54100,84426.00000,4.94
497,03-Feb-2020,IN0020070051,08.13 GS 2022,3433.10000,70495.28000,4.87
498,03-Feb-2020,IN0020170026,06.79 GS 2027,5815.15400,121000.00000,4.81
499,03-Feb-2020,IN0020020072,08.35 GS 2022,3674.19000,77000.00000,4.77
500,03-Feb-2020,IN0020180454,07.26 GS 2029,5499.36900,118830.80100,4.63
501,03-Feb-2020,IN0020160050,06.84 GS 2022,4472.83100,99000.00000,4.52
502,03-Feb-2020,IN0020140060,08.15 GS 2026,3591.08400,82963.84600,4.33
503,03-Feb-2020,IN0020110030,08.79 GS 2021,3587.72900,83000.00000,4.32
504,03-Feb-2020,IN0020190065,07.57 GS 2033,3510.18900,83506.57400,4.20
505,03-Feb-2020,IN0020120039,08.33 GS 2026,3603.26000,87000.00000,4.14
506,03-Feb-2020,IN0020130079,09.23 GS 2043,2850.00000,79472.28000,3.59
507,03-Feb-2020,IN0020190024,07.62 GS 2039,1278.63700,38150.90300,3.35
508,03-Feb-2020,IN0020070069,08.28 GS 2027,2819.69300,90000.72100,3.13
509,03-Feb-2020,IN0020020106,07.95 GS 2032,3266.97000,121000.00000,2.70
510,03-Feb-2020,IN0020160019,07.61 GS 2030,2596.94300,100989.43800,2.57
511,03-Feb-2020,IN0020150028,07.88 GS 2030,2246.66100,89000.00000,2.52
512,03-Feb-2020,IN0020120047,08.20 GS 2025,2227.11000,90000.00000,2.47
513,03-Feb-2020,IN0020090034,07.35 GS 2024,1305.62000,59653.01900,2.19
514,03-Feb-2020,IN0020110063,08.83 GS 2041,1857.40000,90000.00000,2.06
515,03-Feb-2020,IN0020190396,06.18 GS 2024,555.50000,27873.84700,1.99
516,03-Feb-2020,IN0020140029,08.27 GS 2020,1065.50200,53907.57900,1.98
517,03-Feb-2020,IN0020150069,07.59 GS 2029,1845.98600,96236.79300,1.92
518,03-Feb-2020,IN0020190099,06.17 GS 2021,635.00000,35000.00000,1.81
519,03-Feb-2020,IN0020170042,06.68 GS 2031,1661.75000,93251.70300,1.78
520,03-Feb-2020,IN0020190362,06.45 GS 2029,1653.55000,95840.15700,1.73
521,03-Feb-2020,IN0020050012,07.40 GS 2035,1591.50000,99245.00000,1.60
522,03-Feb-2020,IN0020110055,08.97 GS 2030,1343.50000,90000.00000,1.49
523,03-Feb-2020,IN0020160118,06.79 GS 2029,1547.83000,118801.12300,1.30
524,03-Feb-2020,IN0020140052,08.24 GS 2033,1291.81500,99275.00000,1.30
525,03-Feb-2020,IN0020120062,08.30 GS 2042,1282.64000,104529.44000,1.23
526,03-Feb-2020,IN0020070036,08.26 GS 2027,1140.20000,97726.61400,1.17
527,03-Feb-2020,IN0020150051,07.73 GS 2034,923.79000,100000.00000,0.92
528,03-Feb-2020,IN0020180470,07.00 GS 2021,286.20000,33000.00000,0.87
529,03-Feb-2020,IN0020160035,06.97 GS 2026,736.09300,89743.39300,0.82
530,03-Feb-2020,IN0020070044,08.32 GS 2032,678.80000,89434.05000,0.76
531,03-Feb-2020,IN0020160100,06.57 GS 2033,483.03000,66655.88700,0.72
532,03-Feb-2020,IN0020190040,07.69 GS 2043,250.00000,37000.00000,0.68
533,03-Feb-2020,IN0020100031,08.30 GS 2040,602.25000,90000.00000,0.67
534,03-Feb-2020,IN0020160068,07.06 GS 2046,657.60000,100000.00000,0.66
535,03-Feb-2020,IN0020060318,07.94 GS 2021,303.80000,49425.00000,0.61
536,03-Feb-2020,IN0020100015,07.80 GS 2020,307.93000,51181.08800,0.60
537,03-Feb-2020,IN0020080050,06.83 GS 2039,52.50000,13000.00000,0.40
538,03-Feb-2020,IN0020130053,09.20 GS 2030,220.05100,61884.55000,0.36
539,03-Feb-2020,IN0020060086,08.28 GS 2032,255.00000,90687.11000,0.28
540,03-Feb-2020,IN0020030014,06.30 GS 2023,35.00000,13000.00000,0.27
541,03-Feb-2020,IN0020180017,06.65 GS 2020,74.30000,31314.42900,0.24
542,03-Feb-2020,IN0020160092,06.62 GS 2051,122.00000,55000.00000,0.22
543,03-Feb-2020,IN0020010040,10.25 GS 2021,50.00000,26213.32000,0.19
544,03-Feb-2020,IN0020060045,08.33 GS 2036,139.01000,86000.00000,0.16
545,03-Feb-2020,IN0020092071,GOI FRB 2020,15.00000,13000.00000,0.12
546,03-Feb-2020,IN0020030055,06.17 GS 2023,10.70000,14000.00000,0.08
547,03-Feb-2020,IN0020190032,07.72 GS 2049,50.00000,84000.00000,0.06
548,03-Feb-2020,IN0020040039,07.50 GS 2034,63.50000,99101.13000,0.06
549,03-Feb-2020,IN0020180041,GOI FRB 2031,50.00000,106000.00000,0.05
550,31-Jan-2020,IN0020110022,07.80 GS 2021,3942.33900,67492.66100,5.84
551,31-Jan-2020,IN0020140045,08.40 GS 2024,4167.54100,84426.00000,4.94
552,31-Jan-2020,IN0020070051,08.13 GS 2022,3433.10000,70495.28000,4.87
553,31-Jan-2020,IN0020180454,07.26 GS 2029,5709.36900,118830.80100,4.80
554,31-Jan-2020,IN0020020072,08.35 GS 2022,3674.19000,77000.00000,4.77
555,31-Jan-2020,IN0020170026,06.79 GS 2027,5765.15400,121000.00000,4.76
556,31-Jan-2020,IN0020160050,06.84 GS 2022,4462.83100,99000.00000,4.51
557,31-Jan-2020,IN0020140060,08.15 GS 2026,3591.08400,82963.84600,4.33
558,31-Jan-2020,IN0020110030,08.79 GS 2021,3587.72900,83000.00000,4.32
559,31-Jan-2020,IN0020120039,08.33 GS 2026,3603.26000,87000.00000,4.14
560,31-Jan-2020,IN0020190065,07.57 GS 2033,3317.18900,83506.57400,3.97
561,31-Jan-2020,IN0020130079,09.23 GS 2043,2850.00000,79472.28000,3.59
562,31-Jan-2020,IN0020190024,07.62 GS 2039,1278.63700,37150.90300,3.44
563,31-Jan-2020,IN0020120054,08.12 GS 2020,1797.69900,53673.54400,3.35
564,31-Jan-2020,IN0020020106,07.95 GS 2032,3266.97000,121000.00000,2.70
565,31-Jan-2020,IN0020160019,07.61 GS 2030,2596.94300,100989.43800,2.57
566,31-Jan-2020,IN0020120047,08.20 GS 2025,2227.11000,90000.00000,2.47
567,31-Jan-2020,IN0020150028,07.88 GS 2030,2106.66100,89000.00000,2.37
568,31-Jan-2020,IN0020090034,07.35 GS 2024,1305.62000,59653.01900,2.19
569,31-Jan-2020,IN0020110063,08.83 GS 2041,1857.40000,90000.00000,2.06
570,31-Jan-2020,IN0020190396,06.18 GS 2024,555.50000,27873.84700,1.99
571,31-Jan-2020,IN0020140029,08.27 GS 2020,1065.50200,53907.57900,1.98
572,31-Jan-2020,IN0020150069,07.59 GS 2029,1845.98600,96236.79300,1.92
573,31-Jan-2020,IN0020190099,06.17 GS 2021,615.00000,33000.00000,1.86
574,31-Jan-2020,IN0020170042,06.68 GS 2031,1711.75000,93251.70300,1.84
575,31-Jan-2020,IN0020050012,07.40 GS 2035,1591.50000,99245.00000,1.60
576,31-Jan-2020,IN0020110055,08.97 GS 2030,1343.50000,90000.00000,1.49
577,31-Jan-2020,IN0020140078,08.17 GS 2044,1354.51500,97000.00000,1.40
578,31-Jan-2020,IN0020160118,06.79 GS 2029,1547.83000,118801.12300,1.30
579,31-Jan-2020,IN0020190362,06.45 GS 2029,1153.55000,90840.15700,1.27
580,31-Jan-2020,IN0020120062,08.30 GS 2042,1282.64000,104529.44000,1.23
581,31-Jan-2020,IN0020070036,08.26 GS 2027,1140.20000,97726.61400,1.17
582,31-Jan-2020,IN0020150051,07.73 GS 2034,923.79000,100000.00000,0.92
583,31-Jan-2020,IN0020180470,07.00 GS 2021,286.20000,33000.00000,0.87
584,31-Jan-2020,IN0020160035,06.97 GS 2026,736.09300,89743.39300,0.82
585,31-Jan-2020,IN0020070044,08.32 GS 2032,678.80000,89434.05000,0.76
586,31-Jan-2020,IN0020160100,06.57 GS 2033,481.63000,66655.88700,0.72
587,31-Jan-2020,IN0020190040,07.69 GS 2043,250.00000,37000.00000,0.68
588,31-Jan-2020,IN0020100031,08.30 GS 2040,602.25000,90000.00000,0.67
589,31-Jan-2020,IN0020160068,07.06 GS 2046,657.60000,100000.00000,0.66
590,31-Jan-2020,IN0020100015,07.80 GS 2020,307.93000,51181.08800,0.60
591,31-Jan-2020,IN0020060318,07.94 GS 2021,283.80000,49425.00000,0.57
592,31-Jan-2020,IN0020080050,06.83 GS 2039,52.50000,13000.00000,0.40
593,31-Jan-2020,IN0020130053,09.20 GS 2030,220.05100,61884.55000,0.36
594,31-Jan-2020,IN0020060086,08.28 GS 2032,255.00000,90687.11000,0.28
595,31-Jan-2020,IN0020030014,06.30 GS 2023,35.00000,13000.00000,0.27
596,31-Jan-2020,IN0020180017,06.65 GS 2020,74.30000,31314.42900,0.24
597,31-Jan-2020,IN0020160092,06.62 GS 2051,122.00000,55000.00000,0.22
598,31-Jan-2020,IN0020010040,10.25 GS 2021,50.00000,26213.32000,0.19
599,31-Jan-2020,IN0020060045,08.33 GS 2036,139.01000,86000.00000,0.16
600,31-Jan-2020,IN0020092071,GOI FRB 2020,15.00000,13000.00000,0.12
601,31-Jan-2020,IN0020030055,06.17 GS 2023,10.70000,14000.00000,0.08
602,31-Jan-2020,IN0020190032,07.72 GS 2049,50.00000,84000.00000,0.06
603,31-Jan-2020,IN0020040039,07.50 GS 2034,63.50000,99101.13000,0.06
604,31-Jan-2020,IN0020180041,GOI FRB 2031,50.00000,106000.00000,0.05
605,30-Jan-2020,IN0020110022,07.80 GS 2021,3942.33900,67492.66100,5.84
606,30-Jan-2020,IN0020070051,08.13 GS 2022,3433.10000,70495.28000,4.87
607,30-Jan-2020,IN0020180454,07.26 GS 2029,5709.36900,118830.80100,4.80
608,30-Jan-2020,IN0020020072,08.35 GS 2022,3674.19000,77000.00000,4.77
609,30-Jan-2020,IN0020170026,06.79 GS 2027,5765.15400,121000.00000,4.76
610,30-Jan-2020,IN0020140045,08.40 GS 2024,4017.54100,84426.00000,4.76
611,30-Jan-2020,IN0020160050,06.84 GS 2022,4314.43100,99000.00000,4.36
612,30-Jan-2020,IN0020140060,08.15 GS 2026,3591.08400,82963.84600,4.33
613,30-Jan-2020,IN0020110030,08.79 GS 2021,3587.72900,83000.00000,4.32
614,30-Jan-2020,IN0020120039,08.33 GS 2026,3603.26000,87000.00000,4.14
615,30-Jan-2020,IN0020190065,07.57 GS 2033,3377.18900,83506.57400,4.04
616,30-Jan-2020,IN0020130079,09.23 GS 2043,2850.00000,79472.28000,3.59
617,30-Jan-2020,IN0020190024,07.62 GS 2039,1278.63700,37150.90300,3.44
618,30-Jan-2020,IN0020120054,08.12 GS 2020,1797.69900,53673.54400,3.35
619,30-Jan-2020,IN0020020106,07.95 GS 2032,3266.97000,121000.00000,2.70
620,30-Jan-2020,IN0020160019,07.61 GS 2030,2596.94300,100989.43800,2.57
621,30-Jan-2020,IN0020190099,06.17 GS 2021,820.00000,33000.00000,2.48
622,30-Jan-2020,IN0020120047,08.20 GS 2025,2227.11000,90000.00000,2.47
623,30-Jan-2020,IN0020090034,07.35 GS 2024,1305.62000,59653.01900,2.19
624,30-Jan-2020,IN0020150028,07.88 GS 2030,1906.66100,89000.00000,2.14
625,30-Jan-2020,IN0020110063,08.83 GS 2041,1857.40000,90000.00000,2.06
626,30-Jan-2020,IN0020190396,06.18 GS 2024,555.50000,27873.84700,1.99
627,30-Jan-2020,IN0020140029,08.27 GS 2020,1065.50200,53907.57900,1.98
628,30-Jan-2020,IN0020150069,07.59 GS 2029,1845.98600,96236.79300,1.92
629,30-Jan-2020,IN0020170042,06.68 GS 2031,1711.75000,93251.70300,1.84
630,30-Jan-2020,IN0020050012,07.40 GS 2035,1541.50000,99245.00000,1.55
631,30-Jan-2020,IN0020140078,08.17 GS 2044,1354.51500,97000.00000,1.40
632,30-Jan-2020,IN0020110055,08.97 GS 2030,1233.50000,90000.00000,1.37
633,30-Jan-2020,IN0020120062,08.30 GS 2042,1282.64000,104529.44000,1.23
634,30-Jan-2020,IN0020070036,08.26 GS 2027,1140.20000,97726.61400,1.17
635,30-Jan-2020,IN0020190362,06.45 GS 2029,1008.55000,90840.15700,1.11
636,30-Jan-2020,IN0020140052,08.24 GS 2033,1091.81500,99275.00000,1.10
